ID,Age,Gender,Experience,Income,Family,CCAvg,Education,Mortgage,HomeOwnership,Personal Loan
3846,26.0,O,1,54.0,4,0.6,m,230,Home Mortage,0
3847,31.0,O,5,43.0,1,1.5,b,0,Home Mortage,0
3848,43.0,O,18,94.0,4,1.1,m,0,Home Mortage,0
3849,57.0,F,32,84.0,4,1.3,a,0,Home Mortage,0
3850,42.0,F,18,34.0,1,2.0,m,0,Home Mortage,0
3851,48.0,O,23,15.0,4,0.8,b,0,Home Mortage,0
3852,46.0,F,21,99.0,2,3.8,a,194,Home Mortage,0
3853,33.0,O,7,15.0,1,0.4,m,82,Home Mortage,0
3854,45.0,F,21,83.0,4,2.0,a,0,Home Mortage,0
3855,31.0,F,6,83.0,4,1.8,a,0,Home Mortage,0
3856,42.0,M,18,143.0,1,1.7,b,0,Home Mortage,0
3857,56.0,M,30,81.0,4,2.6,a,0,Home Mortage,0
3858,63.0,M,39,39.0,1,1.9,m,0,Home Mortage,0
3859,42.0,M,18,158.0,2,0.4,m,277,Home Mortage,1
3860,50.0,M,24,62.0,1,1.4,a,0,Home Mortage,0
3861,31.0,M,6,64.0,2,0.1,b,0,Home Mortage,0
3862,65.0,F,40,29.0,1,1.5,m,0,Home Mortage,0
3863,60.0,M,34,64.0,3,2.5,b,0,Home Mortage,0
3864,34.0,F,10,21.0,4,0.7,m,0,Home Mortage,0
3865,62.0,F,32,142.0,2,2.8,a,0,Rent,1
3866,56.0,M,30,64.0,3,2.5,b,0,Home Owner,0
3867,51.0,M,25,40.0,4,1.8,b,0,Home Owner,0
3868,44.0,O,19,61.0,3,2.7,m,0,Rent,0
3869,41.0,O,16,44.0,1,0.3,a,0,Home Owner,0
3870,43.0,F,16,78.0,3,2.66666666666667,m,161,Home Mortage,0
3871,25.0,O,0,25.0,2,0.9,a,0,Home Mortage,0
3872,40.0,O,16,125.0,2,1.9,b,0,Rent,0
3873,53.0,F,29,63.0,2,1.0,a,0,Home Owner,0
3874,54.0,M,30,54.0,1,1.6,a,185,Home Owner,0
3875,36.0,F,12,92.0,2,0.0,b,184,Rent,0
3876,26.0,O,2,119.0,2,0.6,b,381,Rent,0
3877,35.0,O,11,40.0,1,2.4,m,0,Rent,0
3878,29.0,F,4,41.0,1,1.0,b,0,Home Owner,0
3879,35.0,O,11,81.0,2,0.0,b,0,Home Mortage,0
3880,28.0,O,4,101.0,3,2.5,b,270,Home Owner,0
3881,48.0,F,24,25.0,4,0.5,m,0,Home Owner,0
3882,46.0,O,20,55.0,1,1.5,m,0,Home Mortage,0
3883,31.0,F,7,43.0,1,2.1,a,166,Home Owner,0
3884,40.0,M,16,98.0,2,1.8,m,98,Home Owner,0
3885,27.0,O,1,112.0,4,2.3,a,402,Home Mortage,0
3886,32.0,F,2,69.0,4,4.0,a,102,Home Owner,0
3887,67.0,O,43,79.0,4,1.7,m,215,Rent,0
3888,24.0,F,-2,118.0,2,7.2,b,0,Rent,0
3889,45.0,O,18,81.0,3,2.66666666666667,m,251,Rent,0
3890,26.0,F,0,19.0,1,0.1,m,121,Home Owner,0
3891,42.0,F,17,72.74614760746148,2,2.9,a,0,Rent,1
3892,65.0,O,40,63.0,3,0.5,m,0,Home Owner,0
3893,59.0,O,33,102.0,2,1.4,b,0,Home Owner,0
3894,30.0,M,5,40.0,4,1.7,m,0,Home Mortage,0
3895,32.0,O,6,44.0,1,0.3,b,81,Home Mortage,0
3896,36.0,F,12,59.0,3,2.0,b,216,Home Owner,0
3897,48.0,M,24,224.0,2,6.66666666666667,b,0,Home Mortage,0
3898,56.0,O,31,64.0,2,2.3,a,0,Home Mortage,0
3899,44.0,O,20,129.0,2,3.3,b,0,Home Owner,0
3900,60.0,M,34,43.0,1,1.4,b,0,Home Owner,0
3901,51.0,F,27,12.0,3,0.4,b,0,Rent,0
3902,34.0,F,10,53.0,3,2.6,m,0,Home Mortage,0
3903,45.0,M,21,39.0,2,2.1,a,0,Rent,0
3904,47.0,O,23,65.0,1,0.0,b,0,Home Mortage,0
3905,29.0,O,5,18.0,1,0.4,a,94,Home Mortage,0
3906,52.0,F,28,55.0,1,1.6,a,0,Rent,0
3907,61.0,O,35,60.0,1,2.5,a,0,Home Owner,0
3908,40.0,F,14,42.0,2,0.3,b,187,Home Owner,0
3909,24.0,M,0,44.0,3,0.1,m,0,Home Mortage,0
3910,33.0,F,7,111.0,2,1.3,b,0,Home Mortage,0
3911,33.0,F,8,62.0,1,1.0,b,0,Home Mortage,0
3912,52.0,F,26,44.0,2,0.8,a,148,Home Mortage,0
3913,40.0,O,14,69.0,1,1.5,a,0,Home Owner,0
3914,45.0,O,20,62.0,3,0.8,a,172,Home Owner,0
3915,27.0,M,3,35.0,1,1.8,m,0,Home Owner,0
3916,38.0,M,13,91.0,1,2.8,b,0,Home Mortage,0
3917,50.0,F,26,12.0,1,0.2,b,96,Home Owner,0
3918,41.0,M,15,89.0,3,0.1,b,292,Home Owner,0
3919,60.0,M,34,65.0,4,1.7,m,0,Home Mortage,0
3920,64.0,M,34,179.0,2,4.5,a,400,Rent,1
3921,34.0,O,8,82.0,2,1.5,a,0,Rent,0
3922,30.0,M,6,48.0,1,1.2,b,0,Home Mortage,0
3923,31.0,O,4,20.0,4,1.5,m,0,Home Owner,0
3924,41.0,O,15,91.0,1,2.8,a,330,Rent,0
3925,61.0,F,37,122.0,2,6.0,b,0,Rent,0
3926,42.0,O,18,22.0,1,1.4,a,0,Home Mortage,0
3927,48.0,O,23,43.0,2,1.3,b,0,Rent,0
3928,59.0,M,34,38.0,4,1.7,b,0,Home Mortage,0
3929,57.0,O,33,61.0,3,2.66666666666667,b,0,Home Mortage,0
3930,37.0,F,13,33.0,4,0.4,m,0,Rent,0
3931,53.0,O,27,145.0,1,2.9,b,345,Home Owner,0
3932,53.0,O,27,170.0,1,1.0,b,0,Home Mortage,0
3933,26.0,O,2,55.0,3,0.7,m,0,Home Owner,0
3934,39.0,O,14,40.0,1,2.5,a,0,Rent,0
3935,35.0,M,11,68.0,2,0.0,b,126,Home Mortage,0
3936,59.0,M,33,53.0,3,2.5,b,0,Home Mortage,0
3937,43.0,O,18,63.0,3,0.8,a,0,Home Owner,0
3938,39.0,F,15,123.0,2,2.2,b,92,Rent,0
3939,49.0,O,24,13.0,2,0.0,b,0,Home Mortage,0
3940,47.0,O,23,12.0,4,0.2,b,102,Home Owner,0
3941,41.0,O,17,53.0,2,2.5,b,102,Home Owner,0
3942,57.0,F,33,79.0,1,2.7,m,294,Rent,0
3943,42.0,M,17,89.0,1,0.1,m,170,Home Mortage,0
3944,61.0,F,36,188.0,1,9.3,m,0,Rent,1
3945,56.0,O,26,62.0,3,1.4,a,0,Rent,0
3946,29.0,M,3,123.0,3,5.6,a,428,Rent,1
3947,25.0,M,-1,40.0,3,2.4,m,0,Rent,0
3948,32.0,M,8,119.0,4,5.0,a,0,Rent,1
3949,37.0,F,12,123.0,4,3.1,m,253,Rent,1
3950,31.0,F,5,23.0,1,0.4,m,0,Home Mortage,0
3951,38.0,O,14,62.0,1,1.5,a,255,Home Mortage,0
3952,40.0,O,14,69.0,3,2.1,b,106,Home Owner,0
3953,61.0,F,36,124.0,2,3.9,b,0,Rent,0
3954,50.0,M,26,52.0,4,0.1,a,0,Home Owner,0
3955,32.0,M,7,134.0,2,3.1,b,0,Rent,0
3956,62.0,M,36,58.0,1,0.8,m,0,Rent,0
3957,62.0,M,37,45.0,3,0.5,m,200,Rent,0
3958,40.0,O,15,75.0,4,1.1,m,0,Home Mortage,0
3959,59.0,O,34,23.0,4,0.4,m,78,Rent,0
3960,43.0,F,19,123.0,3,1.3,b,0,Rent,1
3961,62.0,F,37,48.0,3,2.2,b,0,Rent,0
3962,48.0,M,22,145.0,1,0.3,b,140,Home Mortage,0
3963,29.0,O,5,31.0,1,1.0,a,0,Home Mortage,0
3964,58.0,F,32,38.0,3,2.2,a,0,Home Mortage,0
3965,43.0,M,18,78.0,4,1.9,a,0,Rent,0
3966,39.0,M,15,94.0,2,1.9,b,0,Rent,0
3967,33.0,F,7,84.0,1,2.9,a,0,Home Owner,0
3968,40.0,O,15,22.0,1,0.6,a,0,Home Owner,0
3969,28.0,M,3,78.0,4,0.2,b,0,Home Mortage,0
3970,38.0,M,11,75.0,3,2.33333333333333,m,0,Home Owner,0
3971,65.0,F,40,71.0,3,2.2,b,0,Rent,0
3972,35.0,O,11,24.0,1,0.5,a,0,Home Mortage,0
3973,29.0,O,5,112.0,2,4.33333333333333,b,0,Home Mortage,0
3974,61.0,M,35,53.0,1,2.8,m,167,Home Mortage,0
3975,46.0,F,21,41.0,1,0.5,a,0,Home Mortage,0
3976,50.0,M,23,25.0,1,0.5,m,0,Home Mortage,0
3977,60.0,O,33,42.0,4,2.5,m,194,Rent,0
3978,54.0,M,27,51.0,3,1.0,m,113,Home Mortage,0
3979,43.0,M,18,19.0,2,0.3,m,0,Home Mortage,0
3980,38.0,F,14,90.0,2,0.0,b,258,Home Owner,0
3981,46.0,F,22,89.0,4,1.4,m,0,Rent,0
3982,64.0,M,39,22.0,3,0.5,b,0,Rent,0
3983,24.0,F,0,119.0,1,1.5,b,0,Home Mortage,0
3984,39.0,F,13,93.0,4,3.6,a,0,Rent,1
3985,34.0,M,8,18.0,4,0.3,b,0,Rent,0
3986,65.0,M,40,32.0,1,1.1,a,120,Rent,0
3987,38.0,F,14,182.0,3,2.6,a,0,Home Mortage,1
3988,62.0,F,36,19.0,2,0.2,a,0,Rent,0
3989,59.0,F,35,85.0,1,3.4,a,0,Home Mortage,1
3990,49.0,M,25,90.0,4,1.4,m,0,Rent,0
3991,57.0,O,32,59.0,2,3.7,b,134,Home Owner,0
3992,64.0,F,38,84.0,1,2.0,b,0,Home Mortage,0
3993,47.0,F,22,95.0,2,3.9,m,0,Home Mortage,1
3994,30.0,O,6,13.0,3,0.9,a,0,Rent,0
3995,42.0,F,18,88.0,4,0.8,b,0,Home Owner,0
3996,53.0,M,28,34.0,2,0.6,a,0,Home Mortage,0
3997,50.0,M,24,11.0,4,0.6,a,0,Home Mortage,0
3998,62.0,O,38,80.0,4,1.7,m,0,Rent,0
3999,34.0,M,10,41.0,1,1.33333333333333,b,0,Home Owner,0
4000,47.0,F,21,90.0,2,0.8,a,0,Rent,0
4001,62.0,F,37,72.74614760746148,3,3.0,a,0,Home Mortage,1
4002,61.0,M,35,81.0,4,1.9,m,0,Rent,0
4003,59.0,O,34,60.0,2,2.8,b,0,Rent,0
4004,47.0,O,21,39.0,3,0.6,m,0,Rent,0
4005,65.0,M,39,22.0,3,0.7,m,0,Home Mortage,0
4006,56.0,F,32,32.0,2,0.8,b,79,Rent,0
4007,56.0,F,32,28.0,1,1.2,a,0,Rent,0
4008,31.0,O,7,35.0,2,1.0,m,0,Home Mortage,0
4009,61.0,F,31,154.0,3,7.5,a,351,Home Mortage,1
4010,42.0,O,18,189.0,2,7.6,b,0,Home Owner,0
4011,44.0,O,19,40.0,4,1.9,a,84,Home Mortage,0
4012,47.0,O,21,88.0,2,1.7,m,0,Home Mortage,0
4013,30.0,O,6,124.0,2,0.6,b,0,Rent,0
4014,62.0,O,38,23.0,2,0.3,a,0,Home Mortage,0
4015,56.0,F,32,23.0,4,0.7,b,0,Home Owner,0
4016,25.0,F,-1,139.0,2,2.0,b,0,Rent,0
4017,53.0,F,28,72.74614760746148,4,2.7,b,427,Home Mortage,1
4018,26.0,O,0,42.0,4,1.3,a,153,Rent,0
4019,59.0,O,35,161.0,1,2.9,b,160,Rent,0
4020,62.0,O,36,28.0,3,0.7,m,0,Rent,0
4021,58.0,M,32,191.0,4,5.2,a,194,Home Mortage,1
4022,40.0,O,14,42.0,2,0.3,b,106,Home Owner,0
4023,35.0,F,5,81.0,4,4.0,a,0,Rent,0
4024,51.0,M,25,72.74614760746148,3,0.7,b,312,Home Mortage,1
4025,41.0,F,15,82.0,3,0.1,b,0,Rent,0
4026,51.0,M,27,53.0,1,1.8,a,0,Home Mortage,0
4027,27.0,F,1,142.0,3,5.5,b,0,Home Mortage,1
4028,46.0,O,21,42.0,4,1.9,a,0,Home Owner,0
4029,46.0,M,20,64.0,4,2.9,b,189,Home Owner,0
4030,31.0,O,5,90.0,2,1.3,b,0,Rent,0
4031,58.0,M,32,44.0,1,0.8,m,0,Rent,0
4032,42.0,O,18,29.0,1,0.3,a,0,Home Mortage,0
4033,59.0,F,35,93.0,2,1.6,b,0,Home Mortage,0
4034,54.0,F,24,69.0,3,1.4,a,132,Home Owner,0
4035,35.0,M,11,82.0,2,1.7,m,0,Home Owner,0
4036,34.0,F,9,180.0,2,6.5,a,0,Home Mortage,1
4037,46.0,F,21,13.0,2,0.7,a,0,Rent,0
4038,52.0,O,28,72.0,1,0.0,b,178,Rent,0
4039,55.0,O,30,54.0,3,1.7,b,0,Home Mortage,0
4040,34.0,F,9,104.0,1,4.6,b,0,Home Owner,0
4041,57.0,M,32,44.0,2,1.9,m,157,Home Mortage,0
4042,45.0,F,19,40.0,1,0.2,b,0,Rent,0
4043,29.0,F,3,190.0,2,4.5,b,246,Rent,0
4044,49.0,F,23,64.0,4,2.6,b,0,Home Owner,0
4045,36.0,F,11,9.0,2,0.3,m,99,Home Mortage,0
4046,57.0,M,31,38.0,4,0.7,m,0,Home Owner,0
4047,25.0,F,0,72.0,3,2.6,a,0,Rent,0
4048,43.0,M,17,82.0,1,5.2,b,79,Rent,0
4049,27.0,M,2,48.0,2,1.6,a,119,Home Mortage,0
4050,54.0,F,28,82.0,4,2.6,a,294,Home Owner,0
4051,53.0,M,26,14.0,2,1.0,m,83,Rent,0
4052,55.0,M,29,162.0,1,2.9,b,0,Home Mortage,0
4053,43.0,F,19,54.0,2,1.7,b,0,Rent,0
4054,35.0,O,11,90.0,2,0.0,b,0,Rent,0
4055,59.0,F,34,64.0,4,1.7,b,0,Home Owner,0
4056,42.0,F,18,65.0,3,2.1,a,0,Rent,0
4057,51.0,O,25,113.0,2,6.3,b,0,Rent,0
4058,57.0,O,32,38.0,2,2.1,a,0,Rent,0
4059,39.0,F,15,65.0,1,1.5,a,0,Home Mortage,0
4060,53.0,M,27,39.0,4,1.5,a,0,Rent,0
4061,31.0,M,6,174.0,2,6.7,b,0,Home Owner,0
4062,33.0,F,3,59.0,2,1.75,a,0,Home Mortage,0
4063,38.0,O,14,43.0,2,1.7,b,0,Home Owner,0
4064,47.0,O,21,24.0,2,0.1,a,0,Rent,0
4065,63.0,F,39,50.0,1,0.0,m,166,Home Owner,0
4066,44.0,M,19,68.0,1,3.7,a,0,Rent,0
4067,61.0,O,37,61.0,3,2.0,a,0,Home Mortage,0
4068,52.0,M,28,21.0,4,0.5,m,0,Home Owner,0
4069,59.0,O,34,21.0,2,0.5,m,0,Home Mortage,0
4070,56.0,F,32,31.0,4,1.3,b,0,Rent,0
4071,58.0,F,33,70.0,4,0.7,b,0,Home Mortage,0
4072,30.0,M,6,25.0,3,1.0,m,135,Home Mortage,0
4073,42.0,F,17,78.0,1,1.0,a,0,Home Owner,0
4074,51.0,F,27,19.0,1,0.2,b,0,Home Mortage,0
4075,60.0,M,35,23.0,1,0.3,a,0,Home Mortage,0
4076,30.0,F,4,40.0,4,0.8,b,0,Home Owner,0
4077,49.0,O,23,22.0,1,0.3,a,0,Home Mortage,0
4078,26.0,O,0,71.0,4,1.8,m,0,Home Owner,0
4079,36.0,M,12,58.0,1,3.6,m,0,Rent,0
4080,65.0,M,40,75.0,3,2.2,b,0,Rent,0
4081,27.0,F,0,40.0,1,2.0,m,110,Rent,0
4082,60.0,M,35,155.0,1,1.5,a,0,Home Mortage,1
4083,32.0,O,6,83.0,4,2.2,m,0,Home Owner,0
4084,46.0,O,20,99.0,3,1.1,b,0,Rent,0
4085,60.0,F,36,59.0,1,0.0,m,0,Home Mortage,0
4086,28.0,O,2,53.0,3,2.4,m,0,Home Mortage,0
4087,50.0,M,26,11.0,4,0.2,b,0,Rent,0
4088,52.0,F,28,179.0,4,4.2,a,0,Home Mortage,1
4089,29.0,F,-1,71.0,2,1.75,a,0,Home Owner,0
4090,30.0,M,4,85.0,4,2.1,a,0,Rent,0
4091,42.0,M,18,49.0,3,2.1,a,0,Rent,0
4092,32.0,F,6,122.0,2,1.3,b,0,Rent,0
4093,40.0,O,15,171.0,2,3.3,b,0,Rent,0
4094,49.0,F,24,138.0,2,2.2,m,0,Home Mortage,1
4095,53.0,F,23,8.0,4,0.4,a,0,Rent,0
4096,42.0,M,17,59.0,4,0.4,b,0,Home Owner,0
4097,38.0,M,14,49.0,3,2.8,b,0,Rent,0
4098,60.0,M,34,92.0,2,2.0,b,0,Rent,0
4099,27.0,O,3,75.0,4,0.0,b,0,Home Owner,0
4100,61.0,M,35,60.0,1,2.8,m,0,Home Owner,0
4101,27.0,F,2,41.0,2,1.7,m,0,Home Mortage,0
4102,45.0,F,21,40.0,3,0.6,m,0,Rent,0
4103,41.0,F,16,81.0,2,0.4,b,146,Home Mortage,0
4104,44.0,F,20,52.0,1,0.8,a,196,Home Mortage,0
4105,38.0,F,14,25.0,4,1.0,b,0,Home Mortage,0
4106,39.0,F,15,139.0,1,3.4,b,353,Home Mortage,0
4107,48.0,F,22,54.0,1,1.2,m,0,Home Owner,0
4108,47.0,M,22,81.0,1,2.9,b,0,Home Owner,0
4109,64.0,M,39,73.0,3,2.2,b,0,Home Owner,0
4110,27.0,F,0,30.0,4,1.0,a,0,Home Owner,0
4111,66.0,M,41,59.0,3,2.4,b,0,Rent,0
4112,43.0,M,17,21.0,3,1.5,b,0,Home Mortage,0
4113,34.0,O,9,65.0,3,0.7,m,104,Home Owner,0
4114,28.0,M,2,41.0,3,1.1,m,161,Home Mortage,0
4115,52.0,O,28,52.0,4,0.1,a,121,Home Mortage,0
4116,45.0,F,20,84.0,4,1.1,m,180,Home Owner,0
4117,24.0,F,-2,135.0,2,7.2,b,0,Home Mortage,0
4118,39.0,M,14,18.0,4,0.2,a,0,Rent,0
4119,40.0,M,16,34.0,1,0.7,b,0,Home Owner,0
4120,30.0,F,5,85.0,4,1.8,a,0,Home Owner,0
4121,49.0,F,23,23.0,1,1.4,a,0,Rent,0
4122,53.0,F,27,65.0,4,2.8,m,0,Rent,0
4123,56.0,F,30,195.0,1,2.9,b,0,Home Mortage,0
4124,50.0,M,24,40.0,4,2.6,b,89,Home Owner,0
4125,53.0,F,29,141.0,2,0.2,a,0,Home Mortage,1
4126,60.0,O,34,95.0,2,0.7,m,322,Home Mortage,0
4127,58.0,O,33,23.0,3,1.3,m,131,Home Owner,0
4128,43.0,M,19,82.0,2,1.8,m,0,Home Owner,0
4129,46.0,F,21,53.0,4,1.9,a,0,Rent,0
4130,29.0,O,3,10.0,4,0.4,b,87,Home Owner,0
4131,56.0,M,30,75.0,1,1.9,m,125,Rent,0
4132,48.0,M,23,23.0,4,0.4,m,122,Rent,0
4133,61.0,F,36,133.0,1,2.6,b,0,Rent,0
4134,41.0,F,17,129.0,1,3.4,b,0,Home Mortage,0
4135,35.0,M,11,85.0,4,0.1,m,131,Home Mortage,0
4136,48.0,F,23,168.0,2,2.8,b,308,Rent,0
4137,43.0,F,19,83.0,4,2.0,a,0,Home Owner,0
4138,37.0,M,12,52.0,2,1.1,m,0,Home Mortage,0
4139,47.0,M,22,114.0,1,0.6,b,0,Home Mortage,0
4140,29.0,F,3,81.0,1,2.9,a,0,Home Mortage,0
4141,63.0,M,38,32.0,1,1.5,m,0,Home Mortage,0
4142,43.0,F,19,63.0,3,2.1,a,0,Home Owner,0
4143,57.0,M,32,70.0,3,1.6,a,0,Home Mortage,0
4144,55.0,O,31,20.0,2,0.3,b,0,Home Owner,0
4145,47.0,O,23,138.0,2,3.3,b,0,Home Mortage,0
4146,58.0,F,34,63.0,4,1.6,m,0,Rent,0
4147,53.0,M,28,85.0,1,1.3,a,118,Home Owner,0
4148,59.0,F,35,72.74614760746148,2,6.5,m,0,Home Mortage,1
4149,46.0,M,22,80.0,4,2.0,a,0,Rent,0
4150,41.0,M,15,53.0,1,0.7,a,0,Home Mortage,0
4151,46.0,O,20,72.0,2,1.7,m,75,Home Owner,0
4152,44.0,F,18,72.74614760746148,3,5.9,b,0,Home Mortage,1
4153,44.0,F,18,91.0,2,0.8,a,0,Rent,0
4154,50.0,O,26,148.0,2,6.8,b,0,Rent,0
4155,51.0,F,25,163.0,2,1.3,a,0,Home Mortage,1
4156,55.0,M,30,28.0,4,0.1,a,149,Rent,0
4157,37.0,F,12,193.0,1,8.6,b,0,Home Mortage,0
4158,34.0,F,10,22.0,3,0.9,a,0,Home Mortage,0
4159,59.0,O,34,74.0,4,0.7,b,0,Home Mortage,0
4160,45.0,F,20,70.0,4,1.9,a,0,Home Owner,0
4161,30.0,F,4,11.0,1,0.1,m,0,Rent,0
4162,32.0,F,8,61.0,3,2.6,m,0,Rent,0
4163,61.0,F,37,41.0,1,0.8,b,0,Home Owner,0
4164,54.0,M,28,108.0,4,1.9,m,0,Home Mortage,1
4165,35.0,M,10,23.0,4,1.1,a,0,Rent,0
4166,63.0,F,38,135.0,2,3.8,a,183,Home Mortage,1
4167,66.0,F,40,30.0,2,0.7,a,86,Rent,0
4168,48.0,M,24,144.0,4,3.5,m,0,Home Mortage,1
4169,60.0,F,34,139.0,4,0.4,b,0,Home Mortage,1
4170,41.0,F,17,143.0,2,2.7,a,209,Home Mortage,1
4171,31.0,F,7,44.0,1,1.2,b,0,Home Owner,0
4172,58.0,O,31,49.0,4,2.5,m,0,Home Owner,0
4173,67.0,F,42,75.0,4,0.1,m,182,Home Mortage,0
4174,35.0,O,9,43.0,2,0.3,b,0,Home Owner,0
4175,40.0,O,14,59.0,3,0.5,a,0,Home Owner,0
4176,42.0,F,17,72.74614760746148,3,4.9,b,0,Home Mortage,1
4177,44.0,O,18,75.0,1,0.7,a,0,Rent,0
4178,47.0,O,23,75.0,1,2.6,m,0,Home Owner,0
4179,59.0,F,35,88.0,2,1.6,b,278,Rent,0
4180,29.0,F,3,91.0,1,3.4,a,0,Home Mortage,1
4181,36.0,O,6,11.0,1,0.666666666666667,a,0,Home Owner,0
4182,47.0,O,22,22.0,1,0.4,a,0,Home Owner,0
4183,55.0,F,29,49.0,2,0.8,a,220,Home Owner,0
4184,41.0,O,17,140.0,1,3.5,b,342,Home Mortage,0
4185,51.0,M,25,99.0,2,2.4,m,0,Home Mortage,0
4186,26.0,F,2,82.0,2,2.5,b,199,Rent,0
4187,33.0,F,9,10.0,4,1.0,b,81,Home Owner,0
4188,30.0,F,5,109.0,4,2.2,m,103,Home Owner,0
4189,30.0,M,4,45.0,4,1.3,a,0,Rent,0
4190,45.0,O,19,93.0,2,1.7,m,0,Home Owner,0
4191,40.0,F,16,89.0,3,3.9,m,216,Home Mortage,1
4192,42.0,O,15,39.0,3,1.0,m,132,Home Owner,0
4193,50.0,O,26,21.0,1,0.2,b,89,Home Owner,0
4194,62.0,F,37,31.0,3,0.2,b,0,Home Mortage,0
4195,63.0,M,37,31.0,1,0.5,a,0,Home Owner,0
4196,43.0,M,19,52.0,4,2.2,m,0,Home Mortage,0
4197,49.0,M,25,13.0,1,0.9,a,0,Home Owner,0
4198,51.0,F,25,21.0,2,0.4,a,76,Home Owner,0
4199,61.0,F,36,50.0,4,1.7,b,189,Rent,0
4200,43.0,O,19,81.0,4,0.2,a,0,Home Mortage,0
4201,43.0,M,19,74.0,4,1.9,b,0,Home Mortage,0
4202,61.0,F,36,89.0,3,0.5,b,0,Home Owner,0
4203,35.0,M,9,82.0,3,0.9,m,0,Rent,0
4204,59.0,O,33,88.0,4,1.9,m,0,Home Mortage,0
4205,40.0,F,16,61.0,3,2.1,a,0,Home Owner,0
4206,61.0,O,36,139.0,2,3.9,b,0,Home Mortage,0
4207,48.0,F,23,29.0,1,1.3,m,0,Home Mortage,0
4208,37.0,M,11,51.0,3,2.1,b,0,Home Owner,0
4209,56.0,F,32,58.0,1,1.8,a,241,Rent,0
4210,35.0,F,9,21.0,2,1.4,a,125,Rent,0
4211,35.0,F,8,43.0,2,1.66666666666667,m,0,Home Owner,0
4212,40.0,M,16,104.0,2,1.8,m,0,Home Owner,0
4213,50.0,O,23,9.0,1,0.5,m,98,Rent,0
4214,49.0,M,25,39.0,3,1.9,m,0,Home Owner,0
4215,46.0,F,22,89.0,1,2.7,b,0,Home Owner,0
4216,64.0,O,40,21.0,2,0.3,a,0,Home Mortage,0
4217,60.0,M,35,72.74614760746148,3,3.1,a,0,Home Mortage,1
4218,45.0,M,21,29.0,1,0.3,a,105,Home Owner,0
4219,52.0,O,27,43.0,4,0.2,m,0,Home Owner,0
4220,58.0,O,34,30.0,3,0.4,m,0,Home Owner,0
4221,54.0,O,30,39.0,4,0.1,a,0,Home Owner,0
4222,48.0,F,22,83.0,2,0.4,a,248,Home Owner,0
4223,51.0,O,25,58.0,3,0.7,m,223,Home Mortage,0
4224,53.0,O,26,8.0,1,0.5,m,0,Rent,0
4225,57.0,O,27,39.0,3,1.0,a,0,Home Mortage,0
4226,43.0,M,18,204.0,2,8.8,b,0,Home Mortage,0
4227,37.0,F,13,45.0,1,1.8,b,0,Home Owner,0
4228,32.0,F,7,111.0,1,3.8,b,0,Rent,0
4229,34.0,O,10,83.0,2,2.0,m,148,Home Owner,0
4230,54.0,O,24,83.0,1,3.0,a,0,Home Mortage,0
4231,62.0,O,36,115.0,2,2.8,b,202,Home Owner,0
4232,56.0,F,32,60.0,1,1.8,a,227,Home Mortage,0
4233,39.0,M,15,53.0,1,1.8,b,0,Home Owner,0
4234,32.0,O,7,134.0,2,3.3,b,0,Home Owner,0
4235,50.0,M,24,91.0,1,0.8,a,0,Rent,0
4236,27.0,O,1,91.0,2,0.2,b,0,Home Owner,0
4237,37.0,M,12,128.0,2,3.9,b,0,Rent,0
4238,60.0,M,34,78.0,3,4.4,b,0,Home Owner,0
4239,43.0,O,19,161.0,2,7.6,b,464,Rent,0
4240,62.0,F,36,60.0,3,2.2,a,0,Rent,0
4241,39.0,O,14,161.0,1,4.1,b,509,Rent,0
4242,34.0,O,9,40.0,4,2.0,m,0,Home Owner,0
4243,46.0,O,21,68.0,1,0.2,m,0,Home Owner,0
4244,46.0,O,22,74.0,3,0.7,b,0,Rent,0
4245,51.0,O,26,55.0,3,2.0,m,93,Home Mortage,0
4246,44.0,O,20,145.0,1,3.5,b,0,Home Owner,0
4247,60.0,F,35,24.0,1,1.5,m,0,Rent,0
4248,65.0,F,39,10.0,1,0.8,m,0,Home Mortage,0
4249,58.0,M,33,138.0,2,3.9,b,0,Home Owner,0
4250,37.0,M,12,63.0,4,2.1,a,0,Home Mortage,0
4251,52.0,F,28,54.0,4,0.1,a,0,Home Mortage,0
4252,42.0,O,16,62.0,3,0.9,a,0,Home Owner,0
4253,54.0,M,29,81.0,1,0.1,a,0,Home Mortage,0
4254,54.0,F,28,61.0,3,3.0,m,0,Rent,0
4255,51.0,F,27,68.0,1,1.6,a,0,Home Owner,0
4256,59.0,M,35,78.0,2,2.8,b,0,Rent,0
4257,41.0,M,17,165.0,2,7.6,b,157,Rent,0
4258,43.0,M,17,48.0,3,2.2,m,0,Rent,0
4259,52.0,F,26,155.0,3,7.2,m,0,Home Mortage,1
4260,52.0,F,26,158.0,2,3.7,a,251,Home Mortage,1
4261,57.0,M,31,52.0,1,1.4,b,0,Rent,0
4262,53.0,M,28,18.0,4,0.8,b,0,Home Owner,0
4263,58.0,O,33,42.0,4,1.7,b,0,Rent,0
4264,59.0,O,33,18.0,2,0.2,a,0,Rent,0
4265,57.0,F,31,40.0,2,0.3,b,0,Rent,0
4266,27.0,F,2,44.0,4,0.6,m,0,Home Owner,0
4267,42.0,O,16,11.0,1,0.2,b,87,Home Owner,0
4268,52.0,M,26,72.74614760746148,2,5.7,m,0,Home Mortage,1
